Date Updated,Agency,Contracting Office Agency ID,Agency Office Name,Agency Office ID,Funding Agency Name,Funding Agency ID,Funding Office Name,Funding Office ID,Contract Date Signed,Award Status,Award Type,Modification Number,Procurement Identifier,Modification Reason, Ceiling Value , Value ,NAICS Code,NAICS Description,Performance Start Date,Product/Service Code,Product/Service Description,Description of Requirements,Vendor Entity ID,Vendor Legal Business Name,Vendor Business Types,Vendor Certifications,Congressional District,Vendor Socio-Economic Data,Vendor Zip+4,FPDS Source
2/14/25,Consumer Financial Protection Bureau,2036,ARC DIV PROC SVCS - CFPB,203430,CONSUMER FINANCIAL PROTECTION BUR,955F,CONSUMER FINANCE PROTECTION BUREA,9531CB,2/12/25,Final,Delivery/Task Order,P00001,2036 20343025F00001,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL)," $27,112.00 "," $27,112.00 ",561450,CREDIT BUREAUS,9/30/25,R702,SUPPORT- MANAGEMENT: DATA COLLECTION,"Consumer Credit Information Panel, Making Ends Meet",JZDMDG543QU1,"EXPERIAN INFORMATION SOLUTIONS,","Corporate Entity, Not Tax Exempt",,CALIFORNIA 47,"For Profit Organization
Foreign Owned",926267037,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343025F00001&modNumber=P00001&idvAgencyID=&idvPIID=20343023D00001&contractType=AWARD
2/14/25,Consumer Financial Protection Bureau,955F,CONSUMER FINANCE PROTECTION BUREA,9531CB,CONSUMER FINANCIAL PROTECTION BUR,955F,CONSUMER FINANCE PROTECTION BUREA,9531CB,2/20/25,Final,Definitive Contract,P00001,955F9531CB23C0006,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL)," $28,000.00 "," $27,200.00 ",541199,ALL OTHER LEGAL SERVICES,3/13/23,R424,SUPPORT- PROFESSIONAL: EXPERT WITNESS,Territories Expert,FREGXJ6KBEB7,STEVEN VELEZ ORTA,Sole Proprietorship,,,"Individual or concern, other than one of the preceding",00966,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB23C0006&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD
2/14/25,Consumer Financial Protection Bureau,2036,ARC DIV PROC SVCS - CFPB,203430,CONSUMER FINANCIAL PROTECTION BUR,955F,CONSUMER FINANCE PROTECTION BUREA,9531CB,2/12/25,Final,Delivery/Task Order,P00002,2036 20343024F00048,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL)," $270,900.00 "," $36,120.00 ",519290,WEB SEARCH PORTALS AND ALL OTHER INFORMATIO,9/1/24,R612,SUPPORT- ADMINISTRATIVE: INFORMATION RETRIEV,Accurint Government Plus Licenses,LKAAJG8KK4U1,RELX INC,"Corporate Entity, Not Tax Exempt",,OHIO 10,For Profit Organization,453424425,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343024F00048&modNumber=P00002&idvAgencyID=&idvPIID=03310323D0035&contractType=AWARD
2/14/25,Consumer Financial Protection Bureau,955F,CONSUMER FINANCE PROTECTION BUREA,9531CB,CONSUMER FINANCIAL PROTECTION BUR,955F,CONSUMER FINANCE PROTECTION BUREA,9531CB,2/21/25,Final,BPA Call,P00002,955F9531CB24F0071,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL)," $40,005.00 "," $36,258.00 ",541930,TRANSLATION AND INTERPRETATION SERVICES,7/11/24,R608,SUPPORT- ADMINISTRATIVE: TRANSLATION AND INTE,"Translation and Interpretation Services - Enforcement - Termination
for Convenience",JT4DBMHH58F3,HUMAN TOUCH TRANSLATIONS LTD.,"Corporate Entity, Not Tax Exempt",,NEW YORK 03,"Women-Owned Business
Women-Owned Small Business",110303022,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB24F0071&modNumber=P00002&idvAgencyID=&idvPIID=9531CB22A0001&contractType=AWARD
2/14/25,Consumer Financial Protection Bureau,955F,CONSUMER FINANCE PROTECTION BUREA,9531CB,CONSUMER FINANCIAL PROTECTION BUR,955F,CONSUMER FINANCE PROTECTION BUREA,9531CB,2/20/25,Final,Purchase Order,P00003,955F9531CB23P0014,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL)," $321,000.00 "," $64,200.00 ",541519,OTHER COMPUTER RELATED SERVICES,3/22/23,7H20,IT AND TELECOM - PLATFORM PRODUCTS: DATABAS,"Mobile Intelligence Data Platform - Termination for Convenience of
(Limit 250 characters) the Government - Complete",DRMDXFQJMTU7,"SOFTTHINK SOLUTIONS, INC","Corporate Entity, Not Tax Exempt","SBA Certified 8(a) Program Participant
SBA Certified HUBZone Firm
Self-Certified Small Disadvantaged Business",VIRGINIA 10,"Minority-Owned Business
Subcontinent Asian (Asian-Indian) American Owned
Women-Owned Business
Women-Owned Small Business",201753017,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB23P0014&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD
2/14/25,Consumer Financial Protection Bureau,2036,ARC DIV PROC SVCS - CFPB,203430,CONSUMER FINANCIAL PROTECTION BUR,955F,CONSUMER FINANCE PROTECTION BUREA,9531CB,2/12/25,Final,Purchase Order,P00002,20343024P00005,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL)," $97,590.00 "," $65,370.00 ",611430,PROFESSIONAL AND MANAGEMENT DEVELOPMENT,9/16/24,U009,EDUCATION/TRAINING- GENERAL,LawProse FY24 Advanced Legal Writing & Editing Classes,XSQZDMCKW9T3,"LAWPROSE, INC.","Corporate Entity, Not Tax Exempt
Subchapter S Corporation",,TEXAS 24,"Minority-Owned Business
Asian-Pacific American Owned
Women-Owned Business
Women-Owned Small Business",752093337,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343024P00005&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD
2/14/25,Consumer Financial Protection Bureau,2036,ARC DIV PROC SVCS - CFPB,203430,CONSUMER FINANCIAL PROTECTION BUR,955F,CONSUMER FINANCE PROTECTION BUREA,9531CB,2/12/25,Final,Delivery/Task Order,P00002,20343024F00053,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL)," $602,834.00 "," $81,582.00 ",519130,INTERNET PUBLISHING AND BROADCASTING AND W,9/1/24,R612,SUPPORT- ADMINISTRATIVE: INFORMATION RETRIEV,CLEAR Investigation Software,L997DB4PEJL8,WEST PUBLISHING CORPORATION,"Corporate Entity, Not Tax Exempt
Manufacturer of Goods",,MINNESOTA 02,,551212498,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343024F00053&modNumber=P00002&idvAgencyID=&idvPIID=GS02F026DA&contractType=AWARD
2/14/25,Consumer Financial Protection Bureau,955F,CONSUMER FINANCE PROTECTION BUREA,9531CB,CONSUMER FINANCIAL PROTECTION BUR,955F,CONSUMER FINANCE PROTECTION BUREA,9531CB,2/24/25,Final,BPA Call,P00008,955F9531CB22F0048,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL)," $783,300.00 "," $87,789.00 ",541930,TRANSLATION AND INTERPRETATION SERVICES,4/13/22,R608,SUPPORT- ADMINISTRATIVE: TRANSLATION AND INTE,"Translation and Interpretation Services - Termination for
Convenience",JT4DBMHH58F3,HUMAN TOUCH TRANSLATIONS LTD.,"Corporate Entity, Not Tax Exempt",,NEW YORK 03,"Women-Owned Business
Women-Owned Small Business",110303022,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB22F0048&modNumber=P00008&idvAgencyID=&idvPIID=9531CB22A0001&contractType=AWARD
2/14/25,Consumer Financial Protection Bureau,955F,CONSUMER FINANCE PROTECTION BUREA,9531CB,CONSUMER FINANCIAL PROTECTION BUR,955F,CONSUMER FINANCE PROTECTION BUREA,9531CB,2/24/25,Final,Definitive Contract,P00006,955F9531CB21C0022,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL)," $625,730.00 "," $134,051.00 ",541199,ALL OTHER LEGAL SERVICES,4/28/21,R424,SUPPORT- PROFESSIONAL: EXPERT WITNESS,Termination for the Convenience of the Government,M8EJHX6AA3F1,"CRA INTERNATIONAL, INC.","Corporate Entity, Not Tax Exempt",,MASSACHUSETTS 07,,021165021,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB21C0022&modNumber=P00006&idvAgencyID=&idvPIID=&contractType=AWARD
2/14/25,Consumer Financial Protection Bureau,955F,CONSUMER FINANCE PROTECTION BUREA,9531CB,CONSUMER FINANCIAL PROTECTION BUR,955F,CONSUMER FINANCE PROTECTION BUREA,9531CB,2/20/25,Final,Definitive Contract,P00003,955F9531CB21C0027,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL)," $288,210.00 "," $135,988.00 ",541199,ALL OTHER LEGAL SERVICES,7/29/21,R424,SUPPORT- PROFESSIONAL: EXPERT WITNESS,Compensation and Consulting Expert - termination,M8EJHX6AA3F1,"CRA INTERNATIONAL, INC.","Corporate Entity, Not Tax Exempt",,MASSACHUSETTS 07,,021165021,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB21C0027&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD
2/14/25,Consumer Financial Protection Bureau,955F,CONSUMER FINANCE PROTECTION BUREA,9531CB,CONSUMER FINANCIAL PROTECTION BUR,955F,CONSUMER FINANCE PROTECTION BUREA,9531CB,2/21/25,Final,Definitive Contract,P00001,955F9531CB21C0019,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL)," $421,313.00 "," $160,536.00 ",541199,ALL OTHER LEGAL SERVICES,3/18/21,R424,SUPPORT- PROFESSIONAL: EXPERT WITNESS,"New Expert Witness Contract - Telephone Surveys - Termination for
(Limit 250 characters)Convenience",F2X9NCBCJJ55,AUS MARKETING RESEARCH SYSTEM,"Corporate Entity, Not Tax Exempt",,PENNSYLVANIA 05,,193422276,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB21C0019&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD
2/14/25,Consumer Financial Protection Bureau,955F,CONSUMER FINANCE PROTECTION BUREA,9531CB,CONSUMER FINANCIAL PROTECTION BUR,955F,CONSUMER FINANCE PROTECTION BUREA,9531CB,2/21/25,Final,Definitive Contract,P00001,955F9531CB21C0026,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL)," $279,000.00 "," $190,000.00 ",541199,ALL OTHER LEGAL SERVICES,7/15/21,R424,SUPPORT- PROFESSIONAL: EXPERT WITNESS,Termination for the Convenience of the Government,HMDGQXG79816,PAYMENT INNOVATION & REGULATION,"For Profit Organization
Limited Liability Corporation",,GEORGIA 06,,300624869,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB21C0026&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD
2/11/25,Consumer Financial Protection Bureau,955F,CONSUMER FINANCE PROTECTION BUREA,9531CB,CONSUMER FINANCIAL PROTECTION BUR,955F,CONSUMER FINANCE PROTECTION BUREA,9531CB,2/10/25,Final,Delivery/Task Order,P00001,955F9531CB25F0039,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL)," $299,250.00 "," $242,950.00 ",519290,WEB SEARCH PORTALS AND ALL OTHER INFORMATIO,1/30/25,7630,NEWSPAPERS AND PERIODICALS,CQ RollCall,FMHKL71EGBX7,"FISCALNOTE, INC.","Corporate Entity, Not Tax Exempt",,DISTRICT OF COLUMBIA 98,,200042460,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB25F0039&modNumber=P00001&idvAgencyID=&idvPIID=03310323D0031&contractType=AWARD
2/14/25,Consumer Financial Protection Bureau,955F,CONSUMER FINANCE PROTECTION BUREA,9531CB,CONSUMER FINANCIAL PROTECTION BUR,955F,CONSUMER FINANCE PROTECTION BUREA,9531CB,2/20/25,Final,Definitive Contract,P00001,955F9531CB21C0024,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL)," $564,580.00 "," $252,781.00 ",541199,ALL OTHER LEGAL SERVICES,6/22/21,R424,SUPPORT- PROFESSIONAL: EXPERT WITNESS,Expert Contract - HMDA Analysis - Termination for Convenience,KA5HQCLKUVW1,DOMESTIC AWARDEES (UNDISCLOSED,For Profit Organization,,98,,204050001,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB21C0024&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD
2/14/25,Consumer Financial Protection Bureau,955F,CONSUMER FINANCE PROTECTION BUREA,9531CB,CONSUMER FINANCIAL PROTECTION BUR,955F,CONSUMER FINANCE PROTECTION BUREA,9531CB,2/21/25,Final,Definitive Contract,P00004,955F9531CB21C0020,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL)," $865,930.00 "," $409,633.00 ",541199,ALL OTHER LEGAL SERVICES,3/10/21,R424,SUPPORT- PROFESSIONAL: EXPERT WITNESS,Termination for the Convenience of the Government,KA5HQCLKUVW1,DOMESTIC AWARDEES (UNDISCLOSED,For Profit Organization,,98,,204050001,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB21C0020&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD
2/14/25,Consumer Financial Protection Bureau,2036,ARC DIV PROC SVCS - CFPB,203430,CONSUMER FINANCIAL PROTECTION BUR,955F,CONSUMER FINANCE PROTECTION BUREA,9531CB,2/24/25,Final,Delivery/Task Order,P00007,2036 20343022F00009,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL)," $3,437,246.00 "," $434,348.00 ",541519,OTHER COMPUTER RELATED SERVICES,1/1/22,DF10,IT AND TELECOM - IT MANAGEMENT AS A SERVICE,IT Research & Advisory Subscriptions,CFALLJBGZ697,"GARTNER, INC.","Corporate Entity, Not Tax Exempt",,CONNECTICUT 04,,069027700,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343022F00009&modNumber=P00007&idvAgencyID=&idvPIID=47QTCA18D008L&contractType=AWARD
2/11/25,Consumer Financial Protection Bureau,955F,CONSUMER FINANCE PROTECTION BUREA,9531CB,CONSUMER FINANCIAL PROTECTION BUR,955F,CONSUMER FINANCE PROTECTION BUREA,9531CB,2/10/25,Final,Purchase Order,P00001,955F9531CB25P0012,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL)," $635,375.00 "," $522,660.00 ",516210,"MEDIA STREAMING DISTRIBUTION SERVICES, SOCIA",12/21/24,7G21,IT AND TELECOM - NETWORK: DIGITAL NETWORK PR,Politico Pro,T8JGE1LE8933,"POLITICO, LLC",Partnership or Limited Liability Partnership,,VIRGINIA 08,,222093927,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB25P0012&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD
2/14/25,Consumer Financial Protection Bureau,955F,CONSUMER FINANCE PROTECTION BUREA,9531CB,CONSUMER FINANCIAL PROTECTION BUR,955F,CONSUMER FINANCE PROTECTION BUREA,9531CB,2/24/25,Final,BPA Call,P00006,955F9531CB23F0078,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL)," $4,457,776.00 "," $592,043.00 ",541519,OTHER COMPUTER RELATED SERVICES,7/10/23,R426,SUPPORT- PROFESSIONAL: COMMUNICATIONS,"The purpose of this call is to obtain Contractor support
services for editorial support to include but is not limited
to drafting, editing, managing, and analyzing digital and
i t t t ll i l di di ti d",M1KKZ8DT7VT1,FORUM ONE COMMUNICATIONS CORP,"For Profit Organization
Subchapter S Corporation",,VIRGINIA 08,,222024823,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB23F0078&modNumber=P00006&idvAgencyID=&idvPIID=9531CB23A0018&contractType=AWARD
2/14/25,Consumer Financial Protection Bureau,955F,CONSUMER FINANCE PROTECTION BUREA,9531CB,CONSUMER FINANCIAL PROTECTION BUR,955F,CONSUMER FINANCE PROTECTION BUREA,9531CB,2/20/25,Final,Definitive Contract,P00007,955F9531CB20C0016,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL)," $3,299,900.00 "," $596,513.00 ",541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHN",9/29/20,R424,SUPPORT- PROFESSIONAL: EXPERT WITNESS,Economic Analysis Expert - termination,KA5HQCLKUVW1,DOMESTIC AWARDEES (UNDISCLOSED,,,98,,204050001,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB20C0016&modNumber=P00007&idvAgencyID=&idvPIID=&contractType=AWARD
2/14/25,Consumer Financial Protection Bureau,955F,CONSUMER FINANCE PROTECTION BUREA,9531CB,CONSUMER FINANCIAL PROTECTION BUR,955F,CONSUMER FINANCE PROTECTION BUREA,9531CB,2/20/25,Final,Definitive Contract,P00004,955F9531CB23C0008,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL)," $3,713,712.00 "," $732,081.00 ",541512,COMPUTER SYSTEMS DESIGN SERVICES,4/3/23,DA01,IT AND TELECOM - BUSINESS APPLICATION/APPLICA,508 Support Services - termination,GPVGL2T8SN53,AMA CONSULTING LLC,Partnership or Limited Liability Partnership,"SBA Certified 8(a) Program Participant
DoT Certified Disadvantaged Business Enterprise
Self-Certified Small Disadvantaged Business",MARYLAND 04,"Minority-Owned Business
Black American Owned
Women-Owned Business
Women-Owned Small Business",207066235,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB23C0008&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD
2/14/25,Consumer Financial Protection Bureau,2036,ARC DIV PROC SVCS - CFPB,203430,CONSUMER FINANCIAL PROTECTION BUR,955F,CONSUMER FINANCE PROTECTION BUREA,9531CB,2/12/25,Final,Delivery/Task Order,P00001,2036 20343024F00052,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL)," $899,985.00 "," $899,985.00 ",561450,CREDIT BUREAUS,9/30/24,R702,SUPPORT- MANAGEMENT: DATA COLLECTION,Consumer Credit Information Panel IDIQ Contract - Auto Loan Survey,JZDMDG543QU1,"EXPERIAN INFORMATION SOLUTIONS,","Corporate Entity, Not Tax Exempt",,CALIFORNIA 47,,926267037,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343024F00052&modNumber=P00001&idvAgencyID=&idvPIID=20343023D00001&contractType=AWARD
2/14/25,Consumer Financial Protection Bureau,2036,ARC DIV PROC SVCS - CFPB,203430,CONSUMER FINANCIAL PROTECTION BUR,955F,CONSUMER FINANCE PROTECTION BUREA,9531CB,2/13/25,Final,BPA Call,P00004,2036 20343024F00004,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL)," $3,441,633.00 "," $1,022,444.00 ",541519,OTHER COMPUTER RELATED SERVICES,10/16/23,DJ01,IT AND TELECOM - SECURITY AND COMPLIANCE SUP,"Cybersecurity Support Services - Information Security Standards
(ISS)",U17XQAKKMPT7,"GUNNISON CONSULTING GROUP, INC.","Corporate Entity, Not Tax Exempt",,VIRGINIA 11,,220314516,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343024F00004&modNumber=P00004&idvAgencyID=&idvPIID=20343023A00005&contractType=AWARD
2/14/25,Consumer Financial Protection Bureau,2036,ARC DIV PROC SVCS - CFPB,203430,CONSUMER FINANCIAL PROTECTION BUR,955F,CONSUMER FINANCE PROTECTION BUREA,9531CB,2/13/25,Final,BPA Call,P00004,2036 20343024F00005,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL)," $5,405,885.00 "," $1,917,787.00 ",541519,OTHER COMPUTER RELATED SERVICES,10/26/23,DJ01,IT AND TELECOM - SECURITY AND COMPLIANCE SUP,"Cybersecurity Support Services BPA Order - Security Architecture
and Engineering (SAE)",F9KSDU7L9VP6,DELOITTE & TOUCHE LLP,Partnership or Limited Liability Partnership,,VIRGINIA 08,,222091742,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343024F00005&modNumber=P00004&idvAgencyID=&idvPIID=20343023A00003&contractType=AWARD
1/29/25,Consumer Financial Protection Bureau,955F,CONSUMER FINANCE PROTECTION BUREA,9531CB,CONSUMER FINANCIAL PROTECTION BUR,955F,CONSUMER FINANCE PROTECTION BUREA,9531CB,1/28/25,Final,BPA,P00001,955F9531CB24A0008,CLOSE OUT," $9,999,999.00 "," $9,999,999.00 ",611430,PROFESSIONAL AND MANAGEMENT DEVELOPMENT,9/30/24,U009,EDUCATION/TRAINING- GENERAL,OMWI Training Support - DEIA Training Termination,TMM2M1FJMLD5,CULTUREPOINT LLC,"Corporate Entity, Not Tax Exempt",,VIRGINIA 08,"Service-Disabled Veteran-Owned Business
Veteran-Owned Business",223032539,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB24A0008&modNumber=P00001&idvAgencyID=&idvPIID=47QRAA20D003C&contractType=IDV
1/29/25,Consumer Financial Protection Bureau,955F,CONSUMER FINANCE PROTECTION BUREA,9531CB,CONSUMER FINANCIAL PROTECTION BUR,955F,CONSUMER FINANCE PROTECTION BUREA,9531CB,1/27/25,Final,BPA,P00001,955F9531CB24A0009,CLOSE OUT," $9,999,999.00 "," $9,999,999.00 ",611430,PROFESSIONAL AND MANAGEMENT DEVELOPMENT,9/30/24,U009,EDUCATION/TRAINING- GENERAL,OMWI Training Support - Psychological Safety - Termination,C2DGWDQUC8L5,NEUROLEADERSHIP INSTITUTE INC.,"Corporate Entity, Not Tax Exempt",,NEW YORK 10,,100061428,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB24A0009&modNumber=P00001&idvAgencyID=&idvPIID=47QSEA21D004D&contractType=IDV
2/14/25,Consumer Financial Protection Bureau,955F,CONSUMER FINANCE PROTECTION BUREA,9531CB,CONSUMER FINANCIAL PROTECTION BUR,955F,CONSUMER FINANCE PROTECTION BUREA,9531CB,11/5/24,Final,BPA Call,P00001,9531CB24F0039,SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE," $8,295.00 ", $-   ,337214,OFFICE FURNITURE (EXCEPT WOOD) MANUFACTUR,3/7/24,7290,MISCELLANEOUS HOUSEHOLD AND COMMERCIAL FU,"Modification to de-obligate $36,704.70 from BPA Call 24F0039 and
re-obligate funds on BPA 25A0004/Call 9531CB25F0005 to acknowledge
a Novation to GSA Contract GS-28F-016CA from COFCO to Henricksen DC",ENK2RXS6DBW4,COMMERCIAL OFFICE FURNITURE CO,"Corporate Entity, Not Tax Exempt",,PENNSYLVANIA 03,Women-Owned Business,191333305,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB24F0039&modNumber=P00001&idvAgencyID=&idvPIID=9531CB22A0002&contractType=AWARD
2/14/25,Consumer Financial Protection Bureau,955F,CONSUMER FINANCE PROTECTION BUREA,9531CB,CONSUMER FINANCIAL PROTECTION BUR,955F,CONSUMER FINANCE PROTECTION BUREA,9531CB,10/31/24,Final,Delivery/Task Order,P00001,955F9531CB24F0018,OTHER ADMINISTRATIVE ACTION," $38,648.00 ", $-   ,611710,EDUCATIONAL SUPPORT SERVICES,12/20/23,R499,SUPPORT- PROFESSIONAL: OTHER,"Design, Development, and Hosting of Learning Modules",DT2CKKUYPGM1,WORLD INSTITUTE OF LEADERSHIP &,"Corporate Entity, Not Tax Exempt",,MARYLAND 08,"Women-Owned Business
Women-Owned Small Business",208544103,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB24F0018&modNumber=P00001&idvAgencyID=&idvPIID=GS02F0111U&contractType=AWARD
2/14/25,Consumer Financial Protection Bureau,955F,CONSUMER FINANCE PROTECTION BUREA,9531CB,CONSUMER FINANCIAL PROTECTION BUR,955F,CONSUMER FINANCE PROTECTION BUREA,9531CB,8/27/24,Final,Delivery/Task Order,0,9531CB24F0083,," $40,810.00 ", $-   ,611430,PROFESSIONAL AND MANAGEMENT DEVELOPMENT,8/28/24,U009,EDUCATION/TRAINING- GENERAL,SQL Training,C9NWN3MNZW17,"BEACON TRAINING SERVICES, INC.","Corporate Entity, Not Tax Exempt",SBA-Certified Women-Owned Small Business,TEXAS 24,"Women-Owned Business
Women-Owned Small Business
For Profit Organization
Subchapter S Corporation",750803924,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB24F0083&modNumber=0&idvAgencyID=&idvPIID=47QREA24D000E&contractType=AWARD
2/14/25,Consumer Financial Protection Bureau,2036,ARC DIV PROC SVCS - CFPB,203430,CONSUMER FINANCIAL PROTECTION BUR,955F,CONSUMER FINANCE PROTECTION BUREA,9531CB,2/26/25,Final,Delivery/Task Order,P00002,2036 20343024F00017,EXERCISE AN OPTION," $41,901.00 ", $-   ,541519,OTHER COMPUTER RELATED SERVICES,3/1/24,7B22,IT AND TELECOM - COMPUTE: SERVERS (HARDWARE,Dell PowerEdge Server Maintenance,DJJ8LJTNK156,TECHANAX LLC,"Corporate Entity, Not Tax Exempt
For Profit Organization
Limited Liability Corporation",,VIRGINIA 07,"Service-Disabled Veteran-Owned Business
Veteran-Owned Business",221931471,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343024F00017&modNumber=P00002&idvAgencyID=&idvPIID=NNG15SD24B&contractType=AWARD
2/14/25,Consumer Financial Protection Bureau,955F,CONSUMER FINANCE PROTECTION BUREA,9531CB,CONSUMER FINANCIAL PROTECTION BUR,955F,CONSUMER FINANCE PROTECTION BUREA,9531CB,11/27/24,Final,Delivery/Task Order,0,9531CB25F0014,," $43,850.00 ", $-   ,541519,OTHER COMPUTER RELATED SERVICES,11/27/24,7A21,IT AND TELECOM - BUSINESS APPLICATION SOFTWA,JIRA Licenses,HQAJMSZDK666,"ARCHITECHTURE SOLUTIONS, LLC",Partnership or Limited Liability Partnership,Self-Certified Small Disadvantaged Business,VIRGINIA 11,"Asian-Pacific American Owned
Service-Disabled Veteran-Owned Business
Veteran-Owned Business",220300972,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB25F0014&modNumber=0&idvAgencyID=&idvPIID=NNG15SD42B&contractType=AWARD
